lat,long,no__laporan
-6.159281,106.810844,1
-6.229662,106.821442,1
-6.17353,106.8699,1
-6.30771,106.9193,1
-6.187186,106.830379,1
-6.179184,106.815705,1
-6.214869,106.881814,1
-6.175812,106.82001,1
-6.227957,106.888119,1
-6.129491,106.808334,1
-6.135557,106.903144,1
-6.144579,106.886206,1
-6.17595,106.9131,1
-6.196975,106.892297,1
-6.147191,106.730017,1
-6.15679,106.8524,1
-6.236347,106.774787,1
-6.322321,106.818957,1
-6.229061,106.760077,1
-6.153606,106.918203,1
-6.13212,106.731606,1
-6.216865,106.826896,1
-6.11915,106.893,1
-6.12395,106.9038,1
-6.24025,106.826899,1
-6.213858,106.783375,1
-6.18495,106.847611,1
-6.168695,106.715224,1
-6.18341,106.829722,1
-6.216623,106.945103,1
-6.321017,106.822209,1
-6.19776,106.803901,1
-6.176551,106.841186,1
-6.223657,106.928661,1
-6.276202,106.860662,1
-6.183305,106.868283,1
-6.24985,106.8682,1
-6.26078,106.7922,1
-6.348412,106.894021,1
-6.212122,106.853266,1
-6.129817,106.737497,1
-6.166434,106.808232,1
-6.172222,106.823384,1
-6.13776,106.8708,1
-6.291645,106.800398,1
-6.22277,106.8612,1
-6.146465,106.797971,1
-6.333703,106.830356,1
-6.22341,106.8614,1
-6.296201,106.889416,1
-6.292661,106.905348,1
-6.180545,106.873909,1
-6.286389,106.866939,1
-6.208102,106.821763,1
-6.20748,106.8254,1
-6.150517,106.749504,1
-6.212018,106.878723,1
-6.18123,106.8401,1
-6.194832,106.766691,1
-6.150365,106.780762,1
-6.240772,106.821709,1
-6.258796,106.806892,1
-6.348333,106.876389,1
-6.160743,106.893274,1
-6.156649,106.852348,1
-6.272947,106.764257,1
-6.313887,106.907925,1
-6.137765,106.824059,1
-6.196075,106.750907,1
-6.147387,106.810775,1
-6.24251,106.8121,1
-6.183105,106.780904,1
-6.183951,106.880222,1
-6.254714,106.801444,1
-6.221705,106.83828,1
-6.213867,106.943903,1
-6.206195,106.945347,1
-6.134405,106.85597,1
-6.24304,106.84614,1
-6.261608,106.864301,1
-6.160603,106.743016,1
-6.224282,106.807709,1
-6.22866,106.924278,1
-6.331718,106.828804,1
-6.176855,106.848007,1
-6.25776,106.759,1
-6.225641,106.774804,1
-6.218795,106.875993,1
-6.221472,106.947495,1
-6.136049,106.783907,1
-6.150436,106.726718,1
-6.167374,106.911389,1
-6.303524,106.866259,1
-6.240278,106.827222,1
-6.226743,106.832069,1
-6.16767,106.8819,1
-6.27273,106.861,1
-6.16808,106.8289,1
-6.16114,106.8399,1
-6.220428,106.922778,1
-6.138542,106.774224,1
-6.259317,106.864423,1
-6.221405,106.773047,1
-6.208057,106.7571,1
-6.315819,106.863144,1
-6.319097,106.838208,1
-6.236332,106.755783,1
-6.164088,106.964455,1
-6.224557,106.832268,1
-6.184633,106.874002,1
-6.310683,106.865432,1
-6.226072,106.829864,1
-6.325833,106.861667,1
-6.221983,106.934056,1
-6.245606,106.911029,1
-6.25042,106.8678,1
-6.141462,106.827997,1
-6.224367,106.878083,1
-6.306456,106.798629,1
-6.27653,106.8161,1
-6.161377,106.903704,1
-6.173935,106.788065,1
-6.184538,106.844078,1
-6.140968,106.825186,1
-6.339871,106.824762,1
-6.15984,106.7568,1
-6.229709,106.898419,1
-6.24812,106.9331,1
-6.19888,106.881728,1
-6.177281,106.789116,1
-6.317469,106.863366,1
-6.2443,106.866,1
-6.179143,106.74254,1
-6.217211,106.905858,1
-6.21626,106.900169,1
-6.146038,106.923198,1
-6.166918,106.819688,1
-6.214248,106.818995,1
-6.274948,106.765669,1
-6.249313,106.822554,1
-6.236027,106.772966,1
-6.144622,106.875533,1
-6.221142,106.854959,1
-6.29232,106.8015,1
-6.22345,106.8616,1
-6.25826,106.83609,1
-6.183804,106.795163,1
-6.183052,106.939322,1
-6.19344,106.7569,1
-6.156368,106.831345,1
-6.28507,106.879,1
-6.194588,106.755514,1
-6.177883,106.854763,1
-6.224359,106.926705,1
-6.120476,106.898212,1
-6.275148,106.846615,1
-6.213167,106.938023,1
-6.131234,106.795078,1
-6.228691,106.858303,1
-6.135793,106.834173,1
-6.240433,106.821605,1
-6.154597,106.816033,1
-6.198883,106.769157,1
-6.346068,106.80322,1
-6.235898,106.775395,1
-6.167014,106.833597,1
-6.157136,106.754598,1
-6.22584,106.8491,1
-6.126365,106.788752,1
-6.155164,106.851753,1
-6.190521,106.748434,1
-6.144762,106.875123,1
-6.156944,106.815438,1
-6.21468,106.777538,1
-6.185906,106.847814,1
-6.314774,106.83889,1
-6.119602,106.803619,1
-6.184358,106.956337,1
-6.183732,106.879564,1
-6.184716,106.810967,1
-6.150964,106.809072,1
-6.16721,106.788011,1
-6.238932,106.873679,1
-6.29951,106.8319,1
-6.189383,106.838788,1
-6.296747,106.836754,1
-6.321102,106.814412,1
-6.190119,106.881744,1
-6.212156,106.848462,1
-6.196255,106.784099,1
-6.24873,106.7968,1
-6.224683,106.894643,1
-6.215558,106.762227,1
-6.258845,106.807037,1
-6.284911,106.871494,1
-6.188564,106.812218,1
-6.180352,106.775146,1
-6.132454,106.865328,1
-6.133772,106.810759,1
-6.181593,106.807698,1
-6.315633,106.867675,1
-6.247634,106.79782,1
-6.186917,106.849068,1
-6.27847,106.8553,1
-6.169056,106.715219,1
-6.144249,106.822947,1
-6.24756,106.9433,1
-6.206884,106.95458,1
-6.23082,106.923228,1
-6.221819,106.889628,1
-6.17186,106.829337,1
-6.236361,106.78094,1
-6.111031,106.930405,1
-6.246591,106.867685,1
-6.122546,106.719123,1
-6.212583,106.731777,1
-6.168417,106.749229,1
-6.260398,106.869999,1
-6.22964,106.7718,1
-6.167815,106.726461,1
-6.201,106.8536,1
-6.294203,106.845176,1
-6.236971,106.775413,1
-6.229265,106.904957,1
-6.208761,106.765207,1
-6.211288,106.871401,1
-6.153402,106.78677,1
-6.220601,106.885551,1
-6.30277,106.814457,1
-6.311383,106.892641,1
-6.259255,106.78628,1
-6.24336,106.9179,1
-6.158041,106.822922,1
-6.22604,106.831594,1
-6.18723,106.7303,1
-6.225435,106.82914,1
-6.23086,106.840604,1
-6.314185,106.872032,1
-6.15585,106.706242,1
-6.184838,106.87322,1
-6.341653,106.825485,1
-6.208926,106.940988,1
-6.13841,106.822159,1
-6.25043,106.8677,1
-6.153446,106.831147,1
-6.268735,106.859413,1
-6.182251,106.874955,1
-6.219004,106.730598,1
-6.170543,106.828642,1
-6.198368,106.903994,1
-6.229461,106.862384,1
-6.17903,106.8562,1
-6.202004,106.799632,1
-6.203848,106.769076,1
-6.177916,106.870601,1
-6.154976,106.799942,1
-6.246149,106.792521,1
-6.17996,106.952653,1
-6.25922,106.8262,1
-6.228015,106.82446,1
-6.15994,106.7568,1
-6.314185,106.8396,1
-6.20868,106.8455,1
-6.180372,106.943772,1
-6.303889,106.814167,1
-6.184358,106.939995,1
-6.309719,106.867909,1
-6.219784,106.848272,1
-6.185121,106.834747,1
-6.173142,106.819717,1
-6.128495,106.790101,1
-6.263672,106.830334,1
-6.180216,106.863977,1
-6.169266,106.813865,1
-6.268633,106.820157,1
-6.333405,106.903305,1
-6.200683,106.868697,1
-6.289025,106.897722,1
-6.16709,106.858059,1
-6.201614,106.823229,1
-6.209757,106.759002,1
-6.218656,106.825728,1
-6.301947,106.814356,1
-6.189706,106.790862,1
-6.306262,106.793344,1
-6.193456,106.850288,1
-6.137607,106.786682,1
-6.171387,106.800065,1
-6.206248,106.826398,1
-6.244673,106.866268,1
-6.217697,106.737512,1
-6.156366,106.758431,1
-6.206711,106.841579,1
-6.255728,106.80122,1
-6.112333,106.744897,1
-6.339225,106.868955,1
-6.142931,106.838511,1
-6.143157,106.791763,1
-6.181104,106.805658,1
-6.334728,106.876,1
-6.345946,106.855413,1
-6.182845,106.808238,1
-6.210093,106.821814,1
-6.242905,106.858892,1
-6.110547,106.890878,1
-6.346188,106.832214,1
-6.23075,106.8278,1
-6.224915,106.830193,1
-6.327068,106.8941,1
-6.144239,106.722645,1
-6.197248,106.765971,1
-6.12105,106.8992,1
-6.204216,106.846813,1
-6.171261,106.841096,1
-6.157731,106.883774,1
-6.28207,106.8639,1
-6.208593,106.832543,1
-6.195907,106.782163,1
-6.344611,106.828278,1
-6.229762,106.853172,1
-6.25054,106.8676,1
-6.170462,106.840308,1
-6.231024,106.935558,1
-6.229064,106.914083,1
-6.182443,106.768427,1
-6.138032,106.811496,1
-6.271987,106.764558,1
-6.114929,106.919145,1
-6.22366,106.8615,1
-6.241924,106.849734,1
-6.185348,106.826821,1
-6.225935,106.879936,1
-6.21862,106.8639,1
-6.288311,106.906008,1
-6.2506,106.8683,1
-6.317408,106.856227,1
-6.310981,106.793426,1
-6.143552,106.692436,1
-6.2351,106.8207,1
-6.143445,106.749507,1
-6.308559,106.872973,1
-6.273782,106.825104,1
-6.248518,106.843477,1
-6.239932,106.763945,1
-6.28215,106.872202,1
-6.212706,106.731607,1
-6.163711,106.850906,1
-6.25636,106.8522,1
-6.159119,106.92299,1
-6.204094,106.853051,1
-6.231977,106.854994,1
-6.157614,106.785241,1
-6.127362,106.713848,1
-6.25115,106.8679,1
-6.325126,106.888329,1
-6.11134,106.9135,1
-6.28567,106.838303,1
-6.279613,106.835048,1
-6.25945,106.8607,1
-6.2907,106.8098,1
-6.300343,106.814386,1
-6.153333,106.808333,1
-6.158953,106.773327,1
-6.227504,106.923586,1
-6.132908,106.718556,1
-6.205653,106.816626,1
-6.19328,106.8526,1
-6.202432,106.769475,1
-6.176597,106.883246,1
-6.133527,106.813316,1
-6.2258,106.831017,1
-6.262677,106.878669,1
-6.19665,106.821979,1
-6.222301,106.881908,1
-6.244985,106.866092,1
-6.296234,106.789317,1
-6.184781,106.851477,1
-6.1824,106.8562,1
-6.132565,106.84444,1
-6.138358,106.890993,1
-6.22958,106.7838,1
-6.357629,106.810572,1
-6.163374,106.822481,1
-6.24138,106.8376,1
-6.15096,106.809044,1
-6.186211,106.806819,1
-6.18547,106.739152,1
-6.17306,106.800148,1
-6.173744,106.777889,1
-6.250528,106.871099,1
-6.146429,106.895659,1
-6.11862,106.889883,1
-6.204678,106.816498,1
-6.2475,106.791944,1
-6.22464,106.805453,1
-6.162186,106.725795,1
-6.25024,106.868,1
-6.109673,106.909725,1
-6.15559,106.7875,1
-6.156414,106.815784,1
-6.150858,106.809058,1
-6.29978,106.8334,1
-6.20424,106.867068,1
-6.18919,106.821045,1
-6.246615,106.826208,1
-6.173066,106.852931,1
-6.190315,106.763972,1
-6.22265,106.8611,1
-6.156599,106.868865,1
-6.12446,106.7994,1
-6.219401,106.873771,1
-6.12368,106.7399,1
-6.265314,106.861581,1
-6.217746,106.793215,1
-6.107698,106.778339,1
-6.17787,106.8725,1
-6.174784,106.843442,1
-6.160432,106.823362,1
-6.271925,106.76453,1
-6.201153,106.882214,1
-6.2375,106.764167,1
-6.166023,106.795406,1
-6.168844,106.843859,1
-6.22461,106.8058,1
-6.267048,106.769121,1
-6.15337,106.9363,1
-6.167,106.871293,1
-6.19243,106.780316,1
-6.185204,106.829514,1
-6.129982,106.90423,1
-6.187489,106.755657,1
-6.193583,106.895383,1
-6.337931,106.897653,1
-6.213003,106.830662,1
-6.227557,106.799018,1
-6.115941,106.911411,1
-6.29783,106.8307,1
-6.166046,106.767456,1
-6.224092,106.778988,1
-6.146497,106.955155,1
-6.179038,106.742955,1
-6.27014,106.7938,1
-6.25549,106.852432,1
-6.234846,106.772607,1
-6.199204,106.873401,1
-6.12089,106.8068,1
-6.159315,106.810944,1
-6.320347,106.810682,1
-6.188637,106.949314,1
-6.171741,106.805181,1
-6.155399,106.811561,1
-6.15813,106.7864,1
-6.164763,106.700222,1
-6.235551,106.774056,1
-6.309396,106.793437,1
-6.167981,106.963891,1
-6.2088,106.8222,1
-6.198898,106.857901,1
-6.158331,106.857358,1
-6.305911,106.851668,1
-6.335029,106.806764,1
-6.158424,106.753372,1
-6.248068,106.818166,1
-6.186796,106.754644,1
-6.293481,106.855672,1
-6.121478,106.932491,1
-6.140257,106.730204,1
-6.11935,106.913387,1
-6.138312,106.84604,1
-6.24805,106.807281,1
-6.311036,106.914228,1
-6.186577,106.73681,1
-6.204876,106.830513,1
-6.240381,106.845323,1
-6.245037,106.77195,1
-6.182603,106.765242,1
-6.146883,106.942686,1
-6.278466,106.801658,1
-6.228959,106.888627,1
-6.25155,106.8677,1
-6.234245,106.856975,1
-6.290646,106.855718,1
-6.217181,106.906,1
-6.213772,106.842861,1
-6.30624,106.8009,1
-6.21504,106.8702,1
-6.319792,106.871755,1
-6.1396,106.86807,1
-6.18707,106.823142,1
-6.119281,106.777703,1
-6.172354,106.783,1
-6.202787,106.769707,1
-6.12365,106.7699,1
-6.146785,106.842094,1
-6.164979,106.79848,1
-6.235712,106.780002,1
-6.233077,106.799797,1
-6.145726,106.730791,1
-6.23159,106.8961,1
-6.189311,106.846381,1
-6.117151,106.918536,1
-6.186671,106.742988,1
-6.238036,106.76318,1
-6.152136,106.82907,1
-6.218729,106.745395,1
-6.206067,106.825941,1
-6.346879,106.857508,1
-6.217212,106.906008,1
-6.159097,106.922893,1
-6.212594,106.731724,1
-6.328719,106.884707,1
-6.175166,106.819781,1
-6.186019,106.852083,1
-6.222935,106.782521,1
-6.209356,106.848489,1
-6.283453,106.854191,1
-6.19028,106.8648,1
-6.167548,106.855654,1
-6.20569,106.7674,1
-6.206524,106.812583,1
-6.11862,106.729989,1
-6.176777,106.939422,1
-6.20876,106.765355,1
-6.227917,106.880827,1
-6.127509,106.801611,1
-6.158506,106.757188,1
-6.195944,106.891129,1
-6.129336,106.927938,1
-6.195349,106.820962,1
-6.188289,106.839325,1
-6.190863,106.842802,1
-6.151581,106.957153,1
-6.154973,106.881775,1
-6.336048,106.854246,1
-6.18458,106.7342,1
-6.24885,106.83019,1
-6.142769,106.956692,1
-6.176044,106.848133,1
-6.154663,106.861167,1
-6.21508,106.8267,1
-6.20443,106.7569,1
-6.163911,106.750885,1
-6.193386,106.891745,1
-6.261205,106.870416,1
-6.169845,106.850637,1
-6.110617,106.776029,1
-6.211259,106.826436,1
-6.133442,106.742746,1
-6.17858,106.8696,1
-6.300035,106.789488,1
-6.136243,106.891228,1
-6.25039,106.8678,1
-6.315941,106.882688,1
-6.219861,106.939641,1
-6.22241,106.861,1
-6.243355,106.858112,1
-6.218185,106.867527,1
-6.148131,106.927902,1
-6.176982,106.894548,1
-6.17592,106.792652,1
-6.123763,106.876884,1
-6.19823,106.8652,1
-6.305645,106.800439,1
-6.198046,106.887886,1
-6.339154,106.834232,1
-6.170845,106.850474,1
-6.226983,106.854898,1
-6.328128,106.833864,1
-6.198919,106.958633,1
-6.227913,106.943423,1
-6.155519,106.753245,1
-6.182388,106.838785,1
-6.227859,106.778402,1
-6.156355,106.713768,1
-6.276476,106.797587,1
-6.118104,106.910223,1
-6.131925,106.737758,1
-6.240692,106.814333,1
-6.30382,106.800447,1
-6.151071,106.890941,1
-6.259997,106.803036,1
-6.162446,106.893269,1
-6.2547,106.7957,1
-6.290459,106.859759,1
-6.192179,106.776072,1
-6.123645,106.74086,1
-6.138028,106.834539,1
-6.26938,106.8161,1
-6.291182,106.795034,1
-6.091457,106.724712,1
-6.289985,106.818069,1
-6.312104,106.785825,1
-6.233582,106.839644,1
-6.132324,106.812044,1
-6.172865,106.933316,1
-6.212666,106.824654,1
-6.169378,106.90176,1
-6.14304,106.8292,1
-6.270938,106.855902,1
-6.195493,106.860985,1
-6.19949,106.7623,1
-6.11672,106.756278,1
-6.293075,106.782269,1
-6.14279,106.69341,1
-6.25037,106.8678,1
-6.23303,106.8309,1
-6.299124,106.791857,1
-6.285376,106.836371,1
-6.287304,106.789503,1
-6.16782,106.9335,1
-6.16486,106.8655,1
-6.282815,106.791074,1
-6.218052,106.847307,1
-6.226266,106.832085,1
-6.183459,106.829691,1
-6.24517,106.8756,1
-6.24518,106.866734,1
-6.196667,106.900556,1
-6.139353,106.782308,1
-6.16777,106.8652,1
-6.192339,106.879993,1
-6.220485,106.769738,1
-6.286827,106.85557,1
-6.147791,106.78433,1
-6.182467,106.870239,1
-6.220086,106.864908,1
-6.143998,106.872737,1
-6.1466,106.891915,1
-6.269727,106.837853,1
-6.138806,106.813187,1
-6.189066,106.737437,1
-6.213875,106.891116,1
-6.262161,106.81588,1
-6.178339,106.819313,1
-6.239708,106.806358,1
-6.192199,106.829088,1
-6.16125,106.77581,1
-6.289967,106.871498,1
-6.251953,106.825004,1
-6.272606,106.816532,1
-6.22302,106.9425,1
-6.19539,106.843,1
-6.3198,106.833,1
-6.318308,106.903674,1
-6.159855,106.813523,1
-6.149522,106.835095,1
-6.25023,106.8686,1
-6.214919,106.830022,1
-6.24545,106.8754,1
-6.295833,106.834167,1
-6.30984,106.81395,1
-6.209217,106.7889,1
-6.197895,106.869006,1
-6.34926,106.8337,1
-6.21104,106.8152,1
-6.21396,106.8169,1
-6.189333,106.787566,1
-6.225117,106.857658,1
-6.179551,106.971895,1
-6.169243,106.813873,1
-6.173924,106.870691,1
-6.212413,106.731471,1
-6.180753,106.723656,1
-6.219813,106.913042,1
-6.140401,106.692514,1
-6.111386,106.883894,1
-6.193616,106.818044,1
-6.281105,106.871702,1
-6.224212,106.867805,1
-6.207313,106.86632,1
-6.341138,106.804708,1
-6.187194,106.82593,1
-6.19136,106.923,1
-6.158425,106.753377,1
-6.325235,106.824017,1
-6.148535,106.870433,1
-6.198595,106.765988,1
-6.293529,106.901917,1
-6.198187,106.776145,1
-6.256398,106.827792,1
-6.269013,106.762844,1
-6.192246,106.86864,1
-6.282408,106.791767,1
-6.151225,106.892841,1
-6.13992,106.7662,1
-6.125839,106.729053,1
-6.176883,106.801316,1
-6.18448,106.7384,1
-6.158052,106.928614,1
-6.25914,106.8413,1
-6.220928,106.92664,1
-6.2229,106.8612,1
-6.149884,106.920182,1
-6.140751,106.796647,1
-6.296034,106.815312,1
-6.21263,106.731678,1
-6.150219,106.898284,1
-6.194361,106.938978,1
-6.18482,106.8924,1
-6.22356,106.8615,1
-6.13299,106.8719,1
-6.241012,106.8134,1
-6.249936,106.773936,1
-6.151768,106.763283,1
-6.212576,106.731664,1
-6.251892,106.903917,1
-6.17836,106.843386,1
-6.145909,106.874611,1
-6.285606,106.834791,1
-6.325353,106.819933,1
-6.242684,106.920524,1
-6.24993,106.8683,1
-6.159102,106.814678,1
-6.237884,106.764749,1
-6.339073,106.90052,1
-6.195768,106.842926,1
-6.152389,106.817459,1
-6.164481,106.855095,1
-6.192704,106.933709,1
-6.247684,106.866618,1
-6.1613,106.8657,1
-6.146584,106.923606,1
-6.26997,106.7938,1
-6.124854,106.716873,1
-6.138743,106.774083,1
-6.307386,106.866185,1
-6.26203,106.8505,1
-6.31155,106.7842,1
-6.214883,106.84272,1
-6.229116,106.883162,1
-6.34769,106.914032,1
-6.18763,106.8327,1
-6.223191,106.841947,1
-6.280455,106.879417,1
-6.32173,106.818728,1
-6.320177,106.883301,1
-6.32723,106.822425,1
-6.19652,106.872125,1
-6.2076,106.955949,1
-6.174224,106.733759,1
-6.25152,106.8678,1
-6.22502,106.739,1
-6.180541,106.873922,1
-6.155678,106.777725,1
-6.097398,106.791721,1
-6.212366,106.8698,1
-6.201477,106.737186,1
-6.106357,106.938503,1
-6.167366,106.853417,1
-6.17274,106.7483,1
-6.129475,106.808324,1
-6.20282,106.8007,1
-6.21052,106.852237,1
-6.334501,106.891488,1
-6.339057,106.861162,1
-6.23158,106.8959,1
-6.249994,106.86838,1
-6.153272,106.852643,1
-6.247443,106.942278,1
-6.283184,106.84338,1
-6.247727,106.866619,1
-6.304737,106.872451,1
-6.21076,106.7961,1
-6.162962,106.819705,1
-6.138972,106.869035,1
-6.23522,106.837,1
-6.149765,106.82775,1
-6.216571,106.945067,1
-6.316869,106.811838,1
-6.20823,106.8776,1
-6.242731,106.920172,1
-6.326792,106.81941,1
-6.13456,106.918866,1
-6.24999,106.868379,1
-6.165585,106.762807,1
-6.111039,106.918078,1
-6.130141,106.835943,1
-6.247617,106.797833,1
-6.236436,106.781624,1
-6.252384,106.800583,1
-6.283924,106.833335,1
-6.18749,106.736447,1
-6.272577,106.860412,1
-6.22315,106.8613,1
-6.296986,106.908252,1
-6.147163,106.823681,1
-6.25608,106.8126,1
-6.222607,106.942103,1
-6.148497,106.780928,1
-6.18191,106.8945,1
-6.161355,106.881359,1
-6.22325,106.948346,1
-6.186598,106.801059,1
-6.247441,106.831903,1
-6.115355,106.892896,1
-6.177669,106.854619,1
-6.14534,106.8593,1
-6.193453,106.765714,1
-6.347925,106.914396,1
-6.217803,106.923965,1
-6.214905,106.84279,1
-6.177676,106.869852,1
-6.24443,106.7831,1
-6.17408,106.91383,1
-6.154575,106.847703,1
-6.182349,106.860182,1
-6.18675,106.841084,1
-6.208291,106.877779,1
-6.212375,106.958662,1
-6.186527,106.90141,1
-6.211402,106.865083,1
-6.150701,106.852852,1
-6.188119,106.85086,1
-6.26043,106.8561,1
-6.143853,106.794923,1
-6.246297,106.792511,1
-6.13322,106.7451,1
-6.229982,106.818299,1
-6.234987,106.909825,1
-6.226463,106.811509,1
-6.12829,106.8992,1
-6.175564,106.807729,1
-6.122892,106.892358,1
-6.135417,106.859854,1
-6.147933,106.807848,1
-6.345143,106.831062,1
-6.187427,106.815273,1
-6.289048,106.775411,1
-6.142261,106.771082,1
-6.177209,106.841368,1
-6.194072,106.856274,1
-6.24897,106.7978,1
-6.190866,106.851846,1
-6.112504,106.795925,1
-6.347455,106.884402,1
-6.289532,106.848325,1
-6.193017,106.838849,1
-6.172792,106.959762,1
-6.175081,106.82007,1
-6.295918,106.834066,1
-6.270919,106.849392,1
-6.257766,106.863837,1
-6.148479,106.828598,1
-6.200867,106.782694,1
-6.274762,106.84952,1
-6.217153,106.905869,1
-6.11572,106.8947,1
-6.325649,106.823959,1
-6.163336,106.814538,1
-6.212447,106.723228,1
-6.134921,106.91022,1
-6.176397,106.810026,1
-6.189206,106.804373,1
-6.145196,106.838303,1
-6.185284,106.819778,1
-6.257521,106.868889,1
-6.250406,106.87337,1
-6.226286,106.870232,1
-6.242241,106.852768,1
-6.16633,106.864941,1
-6.194054,106.822528,1
-6.214897,106.912209,1
-6.145113,106.756914,1
-6.304185,106.861586,1
-6.266575,106.845549,1
-6.17494,106.8228,1
-6.264281,106.784624,1
-6.100599,106.937902,1
-6.210598,106.821397,1
-6.215665,106.825695,1
-6.11359,106.7365,1
-6.351854,106.819361,1
-6.229078,106.775243,1
-6.120405,106.903946,1
-6.102194,106.939577,1
-6.309397,106.813834,1
-6.116797,106.895629,1
-6.153705,106.893298,1
-6.143249,106.842307,1
-6.22574,106.778541,1
-6.177685,106.854596,1
-6.149318,106.780883,1
-6.324753,106.856899,1
-6.183539,106.923667,1
-6.248575,106.843491,1
-6.216152,106.901569,1
-6.14081,106.765354,1
-6.17411,106.7657,1
-6.178057,106.852113,1
-6.25509,106.8252,1
-6.201879,106.726529,1
-6.199314,106.871728,1
-6.346605,106.906574,1
-6.269165,106.861836,1
-6.214862,106.881299,1
-6.24602,106.7504,1
-6.308707,106.864177,1
-6.130577,106.81334,1
-6.117223,106.903492,1
-6.329036,106.831682,1
-6.212584,106.731682,1
-6.135864,106.748906,1
-6.233288,106.935288,1
-6.1417,106.7999,1
-6.184319,106.940132,1
-6.246731,106.90185,1
-6.217139,106.905939,1
-6.25831,106.7908,1
-6.257283,106.779419,1
-6.27011,106.7938,1
-6.243493,106.853107,1
-6.197227,106.816261,1
-6.125926,106.785984,1
-6.187191,106.905552,1
-6.177298,106.850438,1
-6.250447,106.867703,1
-6.234389,106.904763,1
-6.351979,106.897937,1
-6.12373,106.738648,1
-6.329408,106.875291,1
-6.183608,106.856828,1
-6.237697,106.863782,1
-6.175057,106.820067,1
-6.185336,106.852386,1
-6.169021,106.911981,1
-6.224843,106.810582,1
-6.160103,106.793686,1
-6.12553,106.7194,1
-6.18381,106.8417,1
-6.148319,106.854783,1
-6.109813,106.884177,1
-6.15168,106.7827,1
-6.232501,106.809579,1
-6.164868,106.725008,1
-6.278577,106.801654,1
-6.183881,106.797599,1
-6.2785,106.8548,1
-6.250294,106.772195,1
-6.208628,106.824,1
-6.262201,106.853956,1
-6.211411,106.824317,1
-6.155544,106.819571,1
-6.314237,106.83947,1
-6.291736,106.894707,1
-6.29174,106.8026,1
-6.173412,106.933342,1
-6.329444,106.888174,1
-6.21029,106.821763,1
-6.13213,106.7967,1
-6.17167,106.7756,1
-6.235643,106.845707,1
-6.176449,106.81145,1
-6.143521,106.876754,1
-6.200719,106.821511,1
-6.152894,106.874153,1
-6.21014,106.8185,1
-6.156007,106.817819,1
-6.240593,106.821838,1
-6.193634,106.869472,1
-6.281664,106.852423,1
-6.193058,106.884653,1
-6.237258,106.789836,1
-6.186997,106.849468,1
-6.275757,106.856032,1
-6.132255,106.905106,1
-6.170567,106.819342,1
-6.25935,106.8611,1
-6.215987,106.822342,1
-6.247033,106.906266,1
-6.23515,106.89711,1
-6.193272,106.779837,1
-6.15689,106.863866,1
-6.253528,106.840424,1
-6.190951,106.765073,1
-6.17859,106.8684,1
-6.211517,106.795531,1
-6.187033,106.869897,1
-6.15602,106.909842,1
-6.186846,106.902749,1
-6.186878,106.943347,1
-6.173714,106.811756,1
-6.2158,106.7864,1
-6.121014,106.870452,1
-6.184252,106.940069,1
-6.178447,106.873631,1
-6.140764,106.796655,1
-6.173819,106.871476,1
-6.14141,106.8129,1
-6.223664,106.828006,1
-6.23637,106.840221,1
-6.229347,106.891494,1
-6.251397,106.862268,1
-6.123837,106.738683,1
-6.263336,106.84436,1
-6.150781,106.917423,1
-6.179202,106.777391,1
-6.154088,106.814791,1
-6.19016,106.866468,1
-6.19986,106.8326,1
-6.187238,106.836503,1
-6.2292,106.89,1
-6.201844,106.918757,1
-6.126686,106.790643,1
-6.171593,106.870426,1
-6.27944,106.8581,1
-6.182571,106.833277,1
-6.197664,106.776535,1
-6.16685,106.820397,1
-6.1509,106.8039,1
-6.160108,106.926325,1
-6.246461,106.815333,1
-6.128061,106.926276,1
-6.219499,106.927502,1
-6.131547,106.903703,1
-6.197336,106.749933,1
-6.185054,106.754934,1
-6.21525,106.7829,1
-6.260304,106.838357,1
-6.27265,106.8616,1
-6.329514,106.839191,1
-6.25462,106.847059,1
-6.212136,106.824444,1
-6.184611,106.817685,1
-6.209418,106.772781,1
-6.163958,106.718954,1
-6.114417,106.897521,1
-6.25077,106.8679,1
-6.140766,106.796646,1
-6.23114,106.7754,1
-6.130369,106.80016,1
-6.347673,106.896108,1
-6.174127,106.861223,1
-6.123501,106.74158,1
-6.235008,106.836825,1
-6.17802,106.7364,1
-6.18727,106.8021,1
-6.149111,106.797512,1
-6.250869,106.846652,1
-6.210058,106.858897,1
-6.145769,106.821566,1
-6.127324,106.730448,1
-6.169298,106.760495,1
-6.239293,106.878469,1
-6.141166,106.835525,1
-6.12697,106.9137,1
-6.246891,106.762856,1
-6.115924,106.776089,1
-6.171731,106.815146,1
-6.210115,106.859993,1
-6.187209,106.905316,1
-6.320152,106.883433,1
-6.194785,106.736622,1
-6.18545,106.8931,1
-6.167883,106.830943,1
-6.209505,106.823361,1
-6.23151,106.896,1
-6.224754,106.844688,1
-6.195447,106.777012,1
-6.263936,106.798109,1
-6.196804,106.802231,1
-6.212572,106.731662,1
-6.168041,106.734852,1
-6.189334,106.877482,1
-6.30763,106.8358,1
-6.276857,106.841643,1
-6.125825,106.891407,1
-6.17493,106.7902,1
-6.2351,106.836718,1
-6.16302,106.8629,1
-6.263841,106.797802,1
-6.204255,106.846761,1
-6.320325,106.888498,1
-6.345475,106.868892,1
-6.24137,106.8364,1
-6.124959,106.703016,1
-6.184857,106.85784,1
-6.204228,106.846753,1
